index,H1,DBC,EC,HFF,NPC,TB
APOA4,8.298377e-06,0.00034506785,0.0,0.0,0.0,0.0
KCNK16,0.0,9.25812e-05,0.0011514788,0.0,0.0,0.0
CABP4,0.3233393,0.4681417,0.50600797,0.34386992,0.4996007,0.46983054
ELOVL2,0.0019645423,0.5615212,0.004463983,0.013205784,0.07221077,0.0030722157
STAT2,0.5793146,1.6136824,2.3942664,7.21198,1.6225858,5.8000884
B4GALNT2,5.23227e-06,0.0,0.0,0.0020418386,0.00031755897,0.006222846
KCP,0.08045015,0.13430458,0.15135413,0.13807045,0.14765899,0.17165677
ADH1B,0.00082946173,0.0,0.0,0.038315516,0.00043723473,5.1690724e-05
CLEC19A,0.10199292,0.17708759,0.18290892,0.13440391,0.2624359,0.15503621
C14orf166B,0.000731218,0.0,0.0,0.0,0.0,0.0
ECT2L,0.042677086,0.03871427,0.054153178,0.05632136,0.07509093,0.07494768
RNASEL,0.019443357,0.029122356,0.0050433427,0.2420998,0.06276583,0.14149505
RPA3,0.79342544,0.34135795,0.122458376,0.23720056,0.49559167,0.3034612
C7orf71,0.0014108546,0.006274321,0.0059409626,0.002375017,0.0058983676,0.0043750517
GBP2,6.0473987e-05,0.0012708696,0.00032239556,0.34261766,0.0011926467,0.013445963
POU2AF1,0.12682961,0.8240646,0.1493803,0.14629388,0.17958833,0.15785646
TNFRSF11B,0.023257874,0.37375557,0.025140116,17.417536,0.01321122,0.0
IL17RA,0.1454055,0.40341085,0.27584326,0.22513872,0.20985584,0.26516566
KISS1R,0.00032453155,0.0,0.0,0.0,0.00019363436,0.0
UQCR11,1.1082882,0.97148854,0.88096684,1.536005,1.07992,1.5924857
HM13,0.67872405,0.9888819,0.8305494,1.1178731,0.8912701,1.1999649
EFNB2,0.095993,0.08981649,3.2704148,0.15886281,1.32208,1.205771
BPIFB2,0.0,0.0,0.0,0.0,0.00035937564,0.0
LRRC15,0.0017095132,0.00020806368,0.0001555172,0.017253984,5.080987e-05,0.0
SNAP29,0.17167154,0.2067938,0.27844465,0.26288855,0.26897165,0.39498436
EFCAB9,0.00015595059,0.000128042,0.0,0.0,0.0,0.0
TFPI,0.075853035,2.3273098,47.99087,5.0937476,3.3024786,1.1850634
UGT2B15,0.027791584,0.033762753,0.043853432,0.040017903,0.04512709,0.06660473
CCNE2,0.5286951,0.34729487,0.015976438,0.08979556,0.17171714,0.04998508
TCL1A,0.012096725,0.04021616,0.00043074694,0.0,0.0,0.0
ZNF526,0.16608906,0.20914055,0.14921096,0.1532219,0.24602054,0.17714047
PTPRJ,0.218362,0.3275392,0.21134102,0.29449263,0.33863083,0.40773082
PTPRH,0.0025961685,0.0,0.00030355545,9.720643e-05,1.3812535e-05,0.0
WNT1,0.0,0.0,0.0,0.0,0.21832119,0.0
C15orf2,0.20300214,0.41174203,0.68678224,0.20207536,0.2570876,0.32295987
DOK2,0.0,0.0,2.6462278e-05,0.0,0.0,0.0
PCDHB16,0.07225766,0.11935143,0.18002789,0.08466641,0.107465185,0.17164017
ANAPC11,1.0217495,1.2260901,0.9290035,0.8828983,1.0226746,1.1954198
FLRT3,0.017538602,1.089949,0.5787676,0.09640358,1.3177804,3.8451977
RXFP1,0.0034820829,0.0,0.0,0.029049844,0.0,0.0
LAIR1,0.11608905,0.12928104,0.18397926,0.12673517,0.16311057,0.20047091
POSTN,0.019242885,0.027459014,0.0,1.056211,0.0023439564,0.0
AS3MT,0.41644415,0.49945483,0.52127385,0.3339824,0.74965274,0.3732474
CADM1,0.36803493,0.42808324,0.4979378,0.28825983,1.9257689,3.2631118
NFAM1,0.056782488,0.08765461,0.108757384,0.06932442,0.1272302,0.083823346
CYSLTR2,0.0,0.0060422355,0.0,0.0,8.945752e-06,0.0
C17orf28,0.046093754,0.084578365,0.22573406,8.821215e-06,0.010506438,0.42369464
HAMP,0.00031658224,0.0005670872,0.0,0.00010689157,0.0,0.0
SEC61B,1.0998915,1.649877,0.8742958,1.6082486,0.93898237,1.753814
CA3,0.0143497195,0.10638062,0.0013495099,0.0,0.054457124,0.4545605
NUP107,2.9733417,2.089597,1.4087732,0.59297234,3.0223587,0.90922844
MLN,0.0,0.0,0.0,0.00010838684,0.000105972555,0.0
UPK3B,0.08641572,0.16681401,0.10900069,0.08507186,0.1475889,0.21960308
KIAA1324,0.247352,0.29742435,0.3630863,0.2772077,0.39949194,0.40839663
PRELID2,0.140503,0.16182177,0.32957047,0.16651057,0.31473476,0.28083608
ITM2A,0.5901492,1.5243157,0.94116104,0.0,0.022167256,0.26392722
PITX2,0.00657761,0.4699894,0.011836401,0.042016435,0.013583095,0.0
GPR133,0.00017770118,0.010186577,0.0,0.15768899,0.0023649512,0.010824377
BNIP3L,1.1479924,1.5853199,3.3379452,5.537112,3.5656736,1.4479333
C15orf38,0.036193334,0.091374844,0.088992044,0.066551566,0.08294498,0.10300115
WFDC8,0.047876697,0.06467585,0.06358529,0.07282749,0.06054205,0.068773225
NRIP2,0.06981364,0.07281786,0.10610443,0.07361426,0.122232206,0.08833995
NDUFB7,0.47610837,0.5045136,0.25943935,0.46756554,0.4004429,0.5265876
IL1B,4.219594e-05,0.0,1.8755894e-05,0.014619968,0.003039103,3.1029504e-05
ZFHX4,0.12073881,0.22802645,2.880544e-05,0.83003247,8.145547,0.034812212
CHCHD5,0.13760458,0.1799321,0.08599389,0.25152427,0.17507255,0.18200068
FGD5,0.052546572,0.11741853,0.9244873,0.0,0.0002526448,0.015968086
ATP5J2-PTCD1,0.28745618,0.2735249,0.29175967,0.3097728,0.31871724,0.3483194
LOC100129480,0.064880714,0.08181501,0.09675293,0.0625101,0.09867673,0.14310212
ERBB2IP,0.64963835,0.5807717,1.936088,4.0078254,1.1451492,1.1865406
SPAG11A,0.0,0.0,0.000110522575,0.0,0.00012896323,0.0
LOXL4,0.00044121934,0.014528748,0.023354009,0.2569259,0.0009825927,0.0063728276
CD248,0.0072610406,0.007503656,0.059330754,1.4806669,0.03249203,0.026064241
THBD,0.00053815596,0.0728427,0.6039986,0.0069129663,0.0019137178,0.082437314
TM4SF18,0.11070164,0.021244386,5.6848745,0.0045409724,0.0,3.6428417e-05
CDAN1,0.05620523,0.073139325,0.06271864,0.0766977,0.10934591,0.07584528
TRPC7,0.0,0.0,0.17790134,0.0,0.0,0.0
LECT2,0.019527374,0.03643914,0.04982381,0.026995871,0.046351567,0.059404146
FLG2,0.037563633,0.05772396,0.049881082,0.027624888,0.038293287,0.043487247
CHCHD1,0.4602783,0.45378724,0.28545856,0.23807888,0.34948057,0.4054796
MAGEB18,5.531061e-06,0.00059259636,0.0,0.0,0.0,0.0
EEF1A1,143.70895,81.42703,68.32963,147.99707,143.60388,197.82108
C10orf81,1.3796566e-05,0.00028226184,1.7429069e-05,0.0,1.9116811e-05,0.0
ENDOD1,0.017819736,0.107439645,0.7940077,0.23178856,0.050340977,0.12190725
LRRC72,0.0,0.00035534217,0.0,0.0,0.0,0.0
OR2T4,0.0,0.0006704203,0.0,0.0,0.0,0.0
DENND1A,0.12060355,0.20910716,0.07924212,0.23376597,1.8520584,0.09827896
MNF1,0.73777425,0.74871165,0.6500506,0.7432865,0.98163724,0.74453413
SRGAP1,0.19001463,0.4224373,2.201274,1.8267741,0.44813704,0.15396479
ABCB5,0.057774298,0.08317499,0.09039467,0.058255322,0.09274411,0.080655314
FAM205A,1.1629994e-05,0.0002249963,0.0,0.0,0.000100217214,0.00029432937
SYNE2,1.1828686,0.9935272,0.6311323,0.27366444,3.4802248,1.6464071
CSGALNACT1,0.0047859396,0.012583357,1.2771904,0.03707762,3.838268e-05,0.22028106
MYLK2,1.959773e-05,8.7342836e-05,0.00013187068,0.0,0.0,0.0
COX7B,1.3853911,1.0628659,0.6733471,1.2144945,0.77925515,1.0100437
CC2D2A,0.34643784,0.40570238,0.53447527,0.6607138,0.5752051,0.53967124
TADA3,0.25665906,0.39986852,0.37884495,0.4030837,0.45204175,0.53983945
SP100,0.9700692,1.2880074,1.5469143,2.843454,1.4813608,1.4981599
CSRP3,0.0,0.0,0.0,0.0,4.7239937e-05,0.0
DUSP7,0.20411861,0.50230616,1.8485273,0.85346925,0.21009716,0.051336605
PRTN3,0.0,0.0,0.0,0.0,0.000114462484,0.0
GIMAP7,1.8114771e-06,0.0,0.020132393,0.0,0.0,0.0
OR7A17,2.73502e-05,3.1516633e-05,0.0,6.290965e-06,5.116038e-05,0.00026133738
LYPD6,0.048899766,0.058490932,0.07881378,0.11167015,0.019605452,1.5275675
NEUROD2,7.020387e-05,0.0,0.00017511012,1.1388371e-05,9.502843e-05,8.54073e-05
CCL8,0.0,0.0,0.0,0.00018569354,0.0,0.0
NKPD1,0.042115282,0.041849528,0.05968797,0.04076248,0.05685858,0.04936439
CDY2A,8.938584e-06,0.00047780032,6.398406e-05,5.4975637e-05,3.972136e-05,0.0
PRSS12,0.04459685,0.06218624,0.0,0.5762248,0.0041706306,2.0245166
USP17L8,0.0,0.0,1.5977784e-07,1.3257446e-07,0.0004600277,0.0
DKK3,0.06326531,0.072845794,0.08552145,2.1099794,0.06760681,0.3555089
SCTR,0.0,0.003494954,0.0,0.0,4.7581863e-05,0.0
HPGD,0.011840204,0.20679812,0.3396894,0.0,0.007996766,3.6946936
PRTG,0.09387749,2.2096283,7.3046827,0.019578254,20.508291,16.444548
CDH3,0.972047,0.1398621,0.061249573,0.0640948,0.02684525,3.5796223
LRRC57,0.38209462,0.39399296,0.5307995,0.30295706,0.46382305,0.50813377
FCRLA,0.00040012688,0.0016153508,0.0009413354,0.05267827,0.0008517773,0.0026969947
OR12D3,0.0,0.0,0.0,3.2228712e-05,0.00019925779,0.0
PDLIM3,0.037040543,0.30401245,0.09568187,0.0,0.017911207,0.0030224905
OR8D2,0.0,0.0,0.0,0.0,0.0,0.0
TDRD5,0.0032547335,0.0019606128,0.0008460827,0.0,2.4427614e-05,0.026423097
OR51S1,0.0,0.0,0.0,0.0,0.0,0.0
FAM186A,0.0,0.0075944085,0.0,0.004046216,0.0010997766,0.0
PDP2,0.5235371,0.8601677,0.699834,0.5469764,0.6787629,0.7223
AGR3,0.0,8.4618165e-05,6.569362e-05,0.0,0.0,0.0
OPALIN,0.00048280845,0.0,1.8677678e-05,0.0,0.0,0.0
MZT2B,0.04836784,0.10285632,0.07392581,0.12780593,0.13281332,0.15262245
DHRS2,0.02216048,0.057442572,0.034820646,0.021096595,0.028776605,0.025461463
TNFAIP1,0.19301663,0.35561496,1.3902582,0.33670503,0.39154005,0.9711504
FLJ25363,0.022891369,0.023544336,0.027398556,0.01612948,0.031684846,0.02519048
KIF20A,0.9182136,0.53684074,0.48303056,0.6778893,2.0165536,0.26036283
B3GNT3,0.015149127,0.028413437,0.024524242,0.021245457,0.025927775,0.02542014
CDSN,0.0,0.0,0.0,0.00032475032,0.0,0.0
MSH2,5.580975,2.0897415,0.6560324,0.26511726,1.5663339,1.2221998
TP53INP2,0.054310296,0.17323732,0.65353715,0.1962571,0.049446404,0.13433903
SPATA25,0.00017109241,0.0,2.1682534e-05,0.0,0.0,0.0
PCDHGA3,6.426501e-05,0.011817565,0.00013135865,0.0017559925,3.2820984e-07,0.0
KRT6A,2.109797e-05,0.0,0.00021677998,3.5291727e-05,0.0,0.0
LY6G6F,1.1008651e-05,1.9204053e-05,0.00019780603,0.0,0.00047228273,0.0
TNFRSF10D,0.23414336,0.20642373,1.1074119,0.27396142,0.14280948,0.086440764
CLDN16,0.0473637,0.064588875,0.049563255,0.032376777,0.058283325,0.04782929
SERPINB2,0.00011696172,0.0,0.0,0.4938259,0.0,0.0120379105
HMGB2,3.633908,3.2197893,2.3928072,1.1073684,9.068644,1.7029346
FAM110B,0.19084279,0.3519308,0.16494933,0.38423103,0.6701058,2.2284544
TNFAIP8L1,0.32356954,0.50829154,0.8187654,0.33167315,0.5977562,0.44350517
HFE,0.003673255,0.0004363602,3.398432e-06,0.091383785,0.0033679302,0.0001556683
CPA3,0.0,0.0,2.1682534e-05,0.026559202,0.0,0.0
CASP12,0.0,0.0,0.0145643735,0.0009514574,0.0,0.0
NDUFS8,0.76671743,0.8001102,0.3384505,0.6805027,0.7792493,0.70935273
ZFPM2,3.1393618e-05,0.17239247,0.21302962,0.0128886355,0.04140332,0.0
HAUS3,0.39915657,0.5166839,0.42927384,0.31426376,0.59061354,0.4933564
SH3BGRL2,0.8179894,0.8999302,1.2243378,0.10794301,1.3678455,8.050039
CCNYL1,0.32320035,3.0098288,0.4054585,0.125,0.23479782,0.19393167
SOX7,0.03567438,0.15027162,3.8807786,0.039476387,0.04541176,0.9378649
SLC2A3,7.7595463,32.611294,18.409546,1.9012825,5.4006557,7.365666
XIRP2,0.0007614019,0.0,0.0004989271,0.0,0.0,0.0
DDO,0.0017771872,0.0026705859,0.0032556113,0.002942428,0.0037163214,0.0048186085
EPHA10,0.09252904,0.15524189,0.15118589,0.11518578,0.16097838,0.1349053
IFNGR1,0.66395915,0.6910045,5.0298357,1.3072413,0.6463725,0.9667042
FBXL22,0.012843013,0.010951645,0.013479986,0.011281732,0.01644685,0.008352545
INSRR,5.3137474e-06,0.0,0.0,0.0,2.598991e-05,0.0023577672
PON3,0.00030593967,0.0,0.008668485,0.00025937712,0.0,0.0
CLEC14A,0.0,0.0009265003,0.80468917,0.01846702,0.0017155173,3.689103e-05
FRMPD1,0.0032711956,0.0,0.021532252,0.0,0.0,0.0
FAM122C,0.1810542,0.50181943,0.26865077,0.19139078,0.30965224,0.271366
SFTA3,0.00017583481,2.1835709e-05,0.0,0.0,0.00026588453,0.0
OR52K2,0.00014321368,0.0,0.0,4.419748e-05,0.0,0.0
GJA5,0.0117629105,0.09215353,0.6851439,0.0,0.0118043935,0.38548833
TMPRSS11E,0.011540727,0.12614985,0.030314092,6.49476e-05,0.0,0.003120394
PALLD,0.13893762,1.4464751,0.20064309,3.9884946,1.5842093,2.9888005
ODAM,0.0022002084,0.0,0.0,0.0,0.0,0.0024539873
IL17REL,0.0,0.0,0.0,0.0,0.0039558643,0.0
ZNF812,0.0086473,0.009065166,0.026468767,0.00854094,0.010047162,0.015279519
C18orf42,7.5109356e-06,0.0,0.00036896637,0.0,0.0,0.0
OR51F1,0.0017390525,0.0,0.0,0.0,0.0,0.0
OR2L2,0.00035694716,0.0,0.0,0.0,0.0,0.0
LOC100287036,0.02900854,0.05161188,0.04625675,0.031831205,0.0525013,0.05655322
UACA,0.6477887,1.7850807,0.69235635,4.528704,1.2421229,0.32275304
TNFSF8,0.0003071984,0.00029212548,3.5673984e-05,0.00010181842,0.00055542693,0.26352024
PNPLA5,0.033704586,0.028433453,0.033777256,0.023856398,0.036403734,0.03158728
ZNF483,1.0243142,0.5352611,0.7067638,0.4493384,0.79415274,0.6573018
MMP2,0.27497947,1.3084335,0.32526404,6.3396163,0.21777363,1.2611563
STAC2,0.071978524,0.08792696,0.09815625,0.056557547,0.09477479,0.15925504
CALCR,0.039786648,0.3130387,0.0105888825,0.0,0.01127942,0.00019306106
FREM2,0.30535164,0.23280434,0.974629,0.017869659,0.13522272,3.61791
DYNLRB1,0.5160535,0.9575557,0.6788782,1.1135677,0.5914841,0.87491745
LPL,0.10200873,0.015625726,13.851041,0.0,0.02213851,0.04959343
ANKRD34C,0.0033385751,0.0054796264,0.005825436,0.005033347,0.0082471315,0.009142511
P2RX1,0.00064261776,0.0,0.0,5.639672e-05,1.7481247e-05,5.8828253e-05
KLRC2,0.00025425805,0.00021802886,0.00029175027,0.0002516015,0.0001927169,0.013632096
SOAT2,0.0,0.00095575117,2.6462278e-05,1.4206896e-05,5.7987923e-05,0.0
DNAJC24,0.2545204,0.34999257,0.20913851,0.24596326,0.44827196,0.22875878
NEBL,0.11962651,0.272881,0.018582435,0.00023052211,0.7290373,0.49554807
ZNF69,0.13080887,0.20184746,0.11764392,0.109717675,0.20227115,0.23954217
MYLK,0.22739018,0.086731344,0.1781377,9.924033,0.88810486,0.49704406
POLR2A,0.30795455,0.25485772,0.25922325,0.331662,0.33682838,0.28826687
PTGFRN,1.3823411,1.6452384,1.7151769,1.4720582,1.1337446,3.7862227
PROS1,0.015905986,0.29886502,0.89342105,0.12329212,0.07747829,0.07117103
C12orf23,0.37264532,1.3252399,2.5992815,6.6862392,1.0756719,2.246663
CARHSP1,0.37060255,0.45172378,0.3466682,0.22217996,0.41968253,0.4207385
DEGS2,0.0005443241,0.0,0.0,0.0,2.141513e-05,0.124576345
EIF3K,1.835182,1.4008929,1.1210893,1.2382209,1.464002,1.4450333
CD300A,0.006061892,1.9100631e-05,0.0112010855,0.0,0.0094507905,0.0
SPATC1,1.719645e-05,0.0,0.00023850786,0.0,0.0,0.0
PTH2,4.790228e-05,0.0,0.0,0.0,0.00012962751,0.0
HCRTR1,0.0,0.0003407346,0.0,1.1756649e-05,7.9454905e-05,0.0
NUDT4,0.8692817,7.869866,1.0277517,0.86305773,1.0151734,2.0172286
FAS,0.051191475,0.02935978,0.05632019,1.0917546,0.10126397,0.033362992
DDT,0.3128502,0.22926465,0.10546104,0.33068034,0.17029789,0.31016907
ALG1,0.72834533,0.6312333,0.68661433,0.49268815,0.6459001,0.5519144
KLHL30,0.03541089,0.04181924,0.04802618,0.043873373,0.057723336,0.048307434
GLDC,1.010266,0.17446509,0.000648096,0.00036842722,0.6468307,0.511393
PSD2,0.0032621569,0.0001053105,5.421698e-05,2.1268814e-05,0.0003011992,0.0
ZNF713,0.20040962,0.3013315,0.29845273,0.253778,0.3570286,0.3423149
ASB4,0.068671644,0.14127177,0.13938713,0.2240138,0.11527154,0.11724744
PCDH20,0.018798063,0.27693155,0.015063849,0.0,0.0032472871,0.03014323
PRKCH,0.047887642,0.071800165,0.3806478,0.013394533,0.02003767,0.5807924
FOLH1,0.004422702,0.011920546,0.00033055476,0.0,0.00018087761,0.0002274432
IL20,0.0,0.0,0.0,0.00018717087,0.0,0.0
ART4,0.002531986,0.036276802,0.0913102,0.0,0.0028150894,0.096421674
RGL1,0.0350032,0.07265736,2.0238864,0.3192383,0.2613214,0.08189146
PSG1,0.0,7.952658e-05,0.00063824374,0.23390521,0.0,6.148474e-05
C19orf60,0.051642936,0.062101535,0.04832403,0.032556638,0.074521795,0.088171646
KIAA1239,8.2165125e-06,0.007632132,0.0,0.0,0.00017442908,0.004739949
LOC100507096,0.0,0.002781855,0.0,9.515614e-05,0.0,0.0
SLC24A4,0.2847966,0.31762046,0.41808555,0.272993,0.3877384,0.4015745
VAV1,0.024267314,0.0060394066,0.076009944,0.0,4.016412e-05,0.0
SYNC,0.3535593,1.1797451,1.1022493,0.9425662,0.7679056,0.32649687
LEP,0.014043425,0.018909276,0.023127787,0.015682982,0.022413533,0.021661995
GNG13,0.0,0.0,0.0,0.0,0.00020426749,0.0
LINGO3,4.7092926e-05,0.0,0.0,0.0,1.6314709e-05,0.0
TRIM58,0.14147547,0.16802454,0.27819476,0.12176431,0.20881139,0.2518589
C19orf79,0.38826966,0.5790739,0.37064973,0.42159814,0.5516268,0.6129256
CDK11A,0.14839375,0.17617153,0.18861234,0.12017401,0.16758122,0.22674213
WISP1,0.0,0.0019160532,1.6042017e-05,0.012218749,0.0,0.12704523
CCL7,0.0,0.0,0.0,0.006022021,0.0,0.0
AGBL1,0.0005274625,0.00075853727,0.00051880785,0.0,0.0626544,0.0
LOC100506422,0.019436577,0.040023327,0.0400356,0.040524665,0.041847225,0.03725947
FAM60A,8.559549,3.627139,3.0413656,0.21849075,6.218665,2.9882436
C12orf35,2.0281963,2.0558338,6.800492,0.33708766,1.1571878,3.5528398
KRTAP10-2,0.0,0.00023741534,0.0,0.0,5.1327002e-05,0.0
ATP13A5,5.850802e-05,0.0056222,0.0,0.0,2.6643944e-05,0.0008192663
BTN3A3,0.0060853176,0.0,0.02622483,0.19823955,0.000914229,0.000603792
ZNF521,0.113899805,0.85594594,1.0863669,0.46888268,1.9788773,0.3754356
SGK494,0.2016893,0.33165112,0.32021773,0.14230473,0.35847312,0.2422879
TNFRSF9,0.33327565,0.46451646,0.58513546,0.41570228,0.5342471,0.61903757
LRRC52,0.002900997,0.0,0.0,0.0,0.0,0.0
PCSK2,0.0030083838,0.21119839,0.028983682,0.0,0.016620222,0.0
SMPX,0.0,0.0,0.0,0.0,0.0,0.11613448
HCAR1,0.11157913,0.11858983,0.12337954,0.09487194,0.123277865,0.12530975
XAGE1D,9.863242e-06,0.00016586049,1.7540702e-05,1.1426677e-05,0.00011724864,0.0
ARHGEF15,0.011772301,0.017584383,0.8749307,0.0,0.0009531874,0.0
TREH,2.5641537e-05,0.0,2.1682534e-05,0.0,0.0,0.0
OR2T34,0.0,0.0,0.003469878,2.819836e-05,0.0,0.0
KCNIP4,0.014949347,0.0542003,0.009900079,0.011128914,0.043822177,0.0034257013
ZNF564,0.18368728,0.2930116,0.3463322,0.03701798,0.24783577,0.52214545
ZNF80,0.13683443,0.1301327,0.053077325,0.030310396,0.09752735,0.06541892
INPP1,0.008472385,0.013922187,0.5708276,0.1526279,0.018482188,0.06528878
PCDHA7,0.0016344432,0.00020768419,0.0,0.0,0.0032461355,0.12151503
ZNF565,0.06699546,0.114629745,0.051084273,0.056503918,0.045397904,0.10823168
TM4SF4,0.0,0.0,0.017667435,0.00027818256,0.0,0.0
C10orf131,0.01457649,0.010403291,0.02191392,0.0073175994,0.014928807,0.02010828
FOLH1B,2.527927e-05,0.0,0.0,0.0,0.00044969568,0.0008352965
MAGI3,0.09923082,1.0586749,0.3919423,0.16843802,0.436912,0.31433824
UXT,0.36231133,0.46871406,0.3007726,0.6864851,0.4426923,0.61773187
RXFP2,4.9508468e-05,0.0,0.0,3.2063e-05,0.0,0.0
SLC5A5,0.19940057,0.17277661,0.23168519,0.14091578,0.2285749,0.17153522
POTED,0.00015479563,0.00014225356,1.9954146e-05,2.9658266e-05,3.1374261e-06,0.0
PGLYRP4,0.0,0.009822912,0.022562563,0.0,0.0,0.0
TEX11,0.03243299,0.020216968,0.03282424,0.017488612,0.029623304,0.02518261
SPAM1,0.00048282594,0.034662805,9.388134e-05,3.9529266e-05,0.00017296728,0.042440653
KNTC1,1.2734474,0.5892768,0.25801694,0.2466765,2.2487402,0.6042841
ASMT,0.0320122,0.042443443,0.056037404,0.053665448,0.053700134,0.057717904
FAM114A1,0.35238835,1.1503137,2.519351,6.4506783,0.51598537,2.5885506
KHSRP,0.030311223,0.08221789,0.034923162,0.022698106,0.066852346,0.061976515
TCEB2,1.3655678,1.2649238,0.99897057,1.7458483,1.3064834,1.3262513
FRAS1,1.4689804,1.9439586,0.7332489,0.15139815,0.7360287,2.762206
PARD6B,3.1872349,2.6153088,1.0840693,0.22849168,5.7830043,11.288034
RHO,0.0,0.0,0.0,0.0,0.00027984398,3.6841262e-05
VSX2,0.004115879,0.0,0.0,0.0,0.04456803,0.0
CCL15,0.0017753317,0.0072903046,0.008728052,0.0057282536,0.0036529219,0.004179475
MMP27,0.0,0.0,0.0,0.012759164,0.0,0.0
S1PR1,0.009233654,0.017778175,1.1957856,0.13335463,0.09515466,0.0023778987
GPSM2,0.039954763,0.7312107,0.11121619,0.17246212,0.15106595,0.09429813
LRRC25,0.063205674,0.07786982,0.08855632,0.15116338,0.10587015,0.102436505
ANXA3,0.48174858,1.2856691,0.70930094,0.09352984,0.22066177,15.196976
SCUBE2,0.0021761886,0.0033368978,0.048664574,0.024103418,0.26188952,0.00024177453
SHOX,0.4009403,0.67280823,0.81407136,0.79877,0.77990067,0.7625194
C4B,0.00033390694,0.0,0.017087307,0.0,0.0,0.0039907554
SDPR,0.0,2.9047938e-05,0.09969028,0.06815335,0.0,0.0102794105
LRRC10,0.013052125,0.017264668,0.025378922,0.018799404,0.027218817,0.03589728
HNRNPCL1,5.274504e-05,0.0,0.0,1.0238599e-05,0.0,0.0
LOC100129520,0.00082901795,0.0,0.0,0.0,0.0,0.0
AK4,7.9904547,2.238728,1.6995157,0.31269038,0.5073124,1.251617
HIGD1B,0.00033124603,0.0,6.330092e-05,0.0,0.00022923223,0.0
PATE4,0.14090611,0.17791477,0.21189857,0.14428295,0.19460618,0.22307792
IGFBP1,0.0,0.0,0.034091476,0.0,0.0,0.0
VAMP8,0.36704013,2.0678828,0.8658546,0.005644903,0.010857895,1.9465014
AGPAT9,0.019359222,0.0008913342,0.11291929,0.0046781977,0.0,0.011901582
C2orf72,0.00015596782,0.00014495154,0.00044144192,0.0,0.00019687647,0.02356818
ZNF492,0.16541491,0.21120544,0.20054099,0.14318061,0.22615069,0.17598502
CXCR4,0.00013121829,3.940572,0.34635508,0.0,0.18911637,0.0
ELMO1,0.14078076,1.121638,1.378458,0.024677392,0.09909887,0.09491508
RGS1,0.0,0.046938725,0.0,0.0,0.0,0.0
KITLG,0.09241601,0.054357957,0.7476386,0.79851955,0.046595827,0.014800504
SGK1,0.2185794,0.39662006,0.15991595,1.3106983,0.046311527,0.07851348
KCNJ14,0.012035868,0.02249783,0.020729301,0.019904356,0.021023963,0.016462544
SULT2A1,0.06833474,0.0924572,0.116766095,0.0783077,0.112428114,0.098473
DYNLT3,0.1615161,0.15160003,0.24484703,1.6331283,0.17315042,0.37430093
ACTA2,0.0015169418,0.5498539,0.29375702,2.433095,1.4700243,0.9768135
ABCG2,0.03306058,0.0013682841,0.36791757,0.03521502,0.05577105,1.1691039
SLC6A5,4.8090344e-05,0.0,0.0,0.0,0.0,0.0
PRR11,1.3873324,1.4645576,1.3621473,1.1968553,2.5235517,1.2210685
TDO2,0.006020009,0.03184801,0.0075297356,0.00011013009,0.00026032224,0.011909549
SPANXA2,0.0,0.00046653397,0.0,0.0,0.0,0.0
S1PR3,0.04573039,1.397758,0.13205968,0.7432367,0.17287314,0.11195566
CLDN11,0.08740734,0.88769037,0.74143887,5.892922,0.12604704,0.06532071
PRICKLE2,0.27673155,0.037850212,0.5381444,0.9650302,0.6308991,3.1007419
TIMM10,0.81743485,0.5979647,0.24822213,0.24295786,0.3799617,0.33159783
CDK1,2.878141,1.2412709,0.76122165,0.3751443,3.8658383,0.67933744
TRHR,0.0,0.0,0.0,0.0012393517,0.0054350155,0.0
CD84,0.2580242,0.326572,0.37958664,0.276615,0.3891547,0.34455574
DUSP6,6.98132,3.3163903,5.3800097,1.2333268,0.740924,0.15556628
HOXC5,0.0,0.0,0.0,0.00011544377,0.0,0.0
UTP23,0.5033367,0.42545953,0.34997967,0.3481068,0.4640405,0.4204788
FHL1,0.15767254,0.10741842,0.13130073,5.0683007,0.8505368,0.012654933
ZNF268,0.7807512,0.66823316,0.4426324,0.28881246,0.5908838,0.6510281
IFITM1,3.7800126,22.690947,1.0770223,4.892471,0.691721,0.34417686
TIMP3,0.11842351,0.8262492,7.8909087,5.6345134,0.50678056,0.25534916
CDK6,0.5907561,2.6388605,0.78106445,2.3693051,0.40924025,6.016769
MAB21L1,0.0010469408,0.005110089,0.00040740732,1.0183439,0.016558226,0.0005816398
FBXO40,0.016136903,0.012133723,0.010398963,0.010705281,0.016912779,0.016840022
HSCB,0.15718532,0.19284251,0.18990614,0.20027502,0.19771083,0.17231853
PSIP1,5.6324177,1.7593659,1.0398346,0.9424928,3.9542043,0.8256112
TEX101,0.038805187,0.039149288,0.023605956,0.017746774,0.02931696,0.026663
RWDD2B,0.06739574,0.18127142,0.23224276,2.257061,0.059441473,0.12716872
CCDC81,0.0041459403,1.2573062,0.005294716,0.01726123,0.03469531,0.01270864
KIAA1530,0.13739529,0.24722892,0.27533713,0.20308647,0.282067,0.25852078
MS4A1,0.00036992386,0.00058484497,0.0,0.0,0.006517502,0.0
FAM96B,0.3366186,0.6620609,0.46863312,0.59315234,0.4291985,0.530052
SHISA8,0.0001058155,0.0,0.0,0.0,3.7753634e-05,0.0
CELF3,0.018185295,0.01856232,0.025143446,0.022438262,0.038908254,0.043430436
